DepMapID	correlation	CellLine_Name_Cleaned	Cancer_Type	Cancer_Subtype	DerivedFrom_Primary_or_Met
ACH-000820	-0.21411490527159655	SW403	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000821	-0.05145837208271345	EJM	Myeloma	Multiple Myeloma	Primary
ACH-000823	0.14749391545135612	KYSE140	Esophageal Cancer	Squamous Cell Carcinoma	Primary
ACH-000824	-0.12284069554530624	KYSE510	Esophageal Cancer	Squamous Cell Carcinoma	Primary
ACH-000826	-0.0025776983269715638	CAL12T	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_unspecified	Primary
ACH-000829	-0.011132668282376345	HUNS1	Myeloma	Multiple Myeloma	NA
ACH-000830	-0.05572477869667946	NCIH1436	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-000831	-0.0068991961142881985	HEC50B	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Metastasis
ACH-000832	0.06553362756785666	CAL27	Head and Neck Cancer	Squamous Cell Carcinoma	Primary
ACH-000833	0.10246472616281901	RH30	Sarcoma	Rhabdomyosarcoma_alveolar	Metastasis
ACH-000834	-0.028769414850155647	UMUC1	Bladder Cancer	Transitional Cell Carcinoma	Metastasis
ACH-000835	0.14797298627832464	GCT	Sarcoma	Pleomorphic Sarcoma	Metastasis
ACH-000837	-0.03784991789838018	NCIH322	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000838	-0.054230955690824145	AMO1	Myeloma	Multiple Myeloma_plasmacytoma	Primary
ACH-000839	0.26569262898933443	SCABER	Bladder Cancer	Squamous Cell Carcinoma	Primary
ACH-000840	0.01595751796789914	HCC366	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenosquamous Carcinoma	Primary
ACH-000842	-0.020327446815976702	SW480	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000843	0.1421277097867773	HARA	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Squamous Cell Carcinoma	Metastasis
ACH-000844	-0.1677356387204146	DMS454	Lung Cancer	Small Cell Lung Cancer (SCLC)	Primary
ACH-000845	0.009818741838918768	NCIH1373	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000846	0.005412815708381758	FADU	Head and Neck Cancer	Squamous Cell Carcinoma	Primary
ACH-000847	-0.0781944858138278	HGC27	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000848	-0.11428306915895989	JHH7	Liver Cancer	Hepatocellular Carcinoma	Primary
ACH-000849	-0.2657078153183146	MDAMB468	Breast Cancer	Carcinoma	Metastasis
ACH-000851	-0.26734232786102374	MORCPR	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000852	-0.14815310031926743	NCIH1435	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000853	0.07577220247007742	NCIH661	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Large Cell Carcinoma	Metastasis
ACH-000854	-0.06917005396427378	OCIMY5	Myeloma	Multiple Myeloma	NA
ACH-000855	0.13484139224527852	KYSE150	Esophageal Cancer	Squamous Cell Carcinoma	Primary
ACH-000856	-0.13451431555837395	CAL51	Breast Cancer	Carcinoma	Metastasis
ACH-000857	-0.18106010524407937	CAL851	Breast Cancer	Carcinoma	Primary
ACH-000858	0.17975293428527886	KNS62	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Squamous Cell Carcinoma	Metastasis
ACH-000859	-0.21697188034554915	HCC1954	Breast Cancer	Breast Ductal Carcinoma	Primary
ACH-000860	-0.08557761567743499	NCIH358	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000861	0.0509167411729179	HOP62	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000862	-0.10774775269381624	KMBC2	Bladder Cancer	Carcinoma	Primary
ACH-000863	0.04667381910745495	DBTRG05MG	Brain Cancer	Glioblastoma	Primary
ACH-000864	-0.04071050080709489	COLO684	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000865	0.1320947524015372	KYSE450	Esophageal Cancer	Squamous Cell Carcinoma	Primary
ACH-000867	-0.26123080036940727	CHAGOK1	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_unspecified	Metastasis
ACH-000868	-0.053850960225260265	HCC1195	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenosquamous Carcinoma	Primary
ACH-000873	0.13022410363773756	KYSE270	Esophageal Cancer	Squamous Cell Carcinoma	Primary
ACH-000874	-0.0634283232090613	RS411	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	Primary
ACH-000877	-0.032239176068443315	EB1	Lymphoma	B-cell_Non-Hodgkins_Burkitts	Primary
ACH-000879	-0.04451489706177921	MFE296	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000880	-0.036950567391716156	AGS	Gastric Cancer	Adenocarcinoma	Primary
ACH-000881	0.03469582381971707	MELJUSO	Skin Cancer	Melanoma	Primary
ACH-000885	-0.11685859436944518	TOV21G	Ovarian Cancer	Adenocarcinoma_clear cell	Primary
ACH-000886	6.500421082756928e-4	NCIH2009	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000887	-0.01691331032842019	SF172	Brain Cancer	Glioblastoma	NA
ACH-000888	-0.13837312127880178	NCIH1793	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000889	-0.052021351612334815	KMM1	Myeloma	Multiple Myeloma	Primary
ACH-000890	0.07794133345494923	SW1271	Lung Cancer	Small Cell Lung Cancer (SCLC)	Primary
ACH-000891	-0.013456463236134598	HCC1438	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Large Cell Carcinoma	Primary
ACH-000892	-0.20650111508111726	NCIH1563	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000893	-0.14764639332144033	NCIH1651	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000894	-0.14761302483396715	NCIH1869	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Squamous Cell Carcinoma	Metastasis
ACH-000895	-0.17063773902637627	CL34	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000897	0.08006742266395174	FTC238	Thyroid Cancer	Carcinoma_follicular	Metastasis
ACH-000899	-0.03115281836688985	WM88	Skin Cancer	Melanoma	Metastasis
ACH-000900	0.01259337134722573	NCIH23	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000901	0.122306351232847	HCC1359	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Large Cell Carcinoma	Primary
ACH-000903	-0.013522058278544365	FTC133	Thyroid Cancer	Carcinoma_anaplastic	Metastasis
ACH-000904	-0.13073091047197194	NCIH2106	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Large Cell Carcinoma	Metastasis
ACH-000905	0.2858557261002119	5637	Bladder Cancer	NA	NA
ACH-000906	0.22212482726657004	ES2	Ovarian Cancer	Adenocarcinoma_clear cell	Primary
ACH-000908	-0.23492138814159472	SNU520	Gastric Cancer	Adenocarcinoma	Primary
ACH-000909	0.022284849300130593	JHUEM2	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000910	-0.21953454592048904	MDAMB453	Breast Cancer	Carcinoma	Metastasis
ACH-000911	0.053979232977174614	NUGC3	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000912	-0.025192305857124845	NCIH2286	Lung Cancer	Small Cell Lung Cancer (SCLC)	Primary
ACH-000913	0.056455341515963195	ESS1	Endometrial/Uterine Cancer	Endometrial Stromal Sarcoma	Primary
ACH-000914	-0.04101498012611537	HT	Lymphoma	B-cell_Non-Hodgkins	NA
ACH-000915	0.04445552469543125	IPC298	Skin Cancer	Melanoma	Primary
ACH-000916	-0.2588347723614991	NCIH1573	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000917	-0.14117259066531124	TE4	Esophageal Cancer	Squamous Cell Carcinoma	NA
ACH-000918	-0.04142450458664858	MOLT16	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA
ACH-000919	-0.24607976507518356	IM95	Gastric Cancer	Adenocarcinoma	Primary
ACH-000920	-0.07381238574884413	CMLT1	Leukemia	Chronic Myelogenous Leukemia (CML)_blast crisis	NA
ACH-000922	0.0031772107202340475	RCHACV	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-000924	-0.1817434615641243	NCIH2172	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_unspecified	Primary
ACH-000925	-0.14235173687269423	DV90	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000926	-0.1644140826652058	HT55	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000929	-0.22637139169666398	NCIH2110	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_unspecified	Metastasis
ACH-000931	-0.003527985263318717	HMCB	Skin Cancer	Melanoma	Primary
ACH-000932	-0.0913078554832632	SNU1	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000933	-0.16878138449297292	SNU324	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	NA
ACH-000934	-0.15666066767262796	MDAMB361	Breast Cancer	Carcinoma	Metastasis
ACH-000935	0.1576302466768128	MDST8	Colon/Colorectal Cancer	Adenocarcinoma	NA
ACH-000936	-0.020036964250031892	EFO27	Ovarian Cancer	Adenocarcinoma_endometrioid	Metastasis
ACH-000937	-0.039164921878329796	PF382	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA
ACH-000938	-0.005897554269411442	NALM6	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	Primary
ACH-000939	0.08950855105092553	SKUT1	Sarcoma	Leiomyosarcoma	Primary
ACH-000940	-0.08199348506950917	AN3CA	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Metastasis
ACH-000941	-0.1325332653001811	HEC1B	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000942	-0.014064150089679674	HPBALL	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	Primary
ACH-000943	0.03491215424788047	RKO	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000944	-0.04652181146871004	NAMALWA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA
ACH-000945	0.11505068488886057	NCIH650	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-000946	-0.016543217784678054	HEC265	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000947	-0.04979713887880955	OVK18	Ovarian Cancer	Adenocarcinoma_endometrioid	Metastasis
ACH-000948	-0.24608945365173537	2313287	Gastric Cancer	Adenocarcinoma	Primary
ACH-000949	-0.1259681535734925	TGBC11TKB	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-000950	-0.11424955541692944	LOVO	Colon/Colorectal Cancer	Adenocarcinoma	Metastasis
ACH-000951	-0.21650561489461573	NCIH2342	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Primary
ACH-000952	-0.15934585112431549	MDAPCA2B	Prostate Cancer	Adenocarcinoma	Metastasis
ACH-000953	-0.04015525977635664	SUPT1	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	Metastasis
ACH-000954	-0.07359454849292085	HEC1A	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000956	-0.12883821493705674	22RV1	Prostate Cancer	Adenocarcinoma	Primary
ACH-000957	-0.16548250738731524	LS180	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000958	-0.06376850282151622	SW48	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000959	-0.13289150859651724	SNUC4	Colon/Colorectal Cancer	Adenocarcinoma	NA
ACH-000960	-0.0272250411049896	REH	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	Primary
ACH-000961	-0.07624491560740426	ISHIKAWAHERAKLIO02ER	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000963	-0.1471849023806965	CCK81	Colon/Colorectal Cancer	Adenocarcinoma	Metastasis
ACH-000964	-0.04555151364323128	MOLT3	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA
ACH-000965	-0.07539596613782695	RL952	Endometrial/Uterine Cancer	Endometrial Adenosquamous Carcinoma	Primary
ACH-000966	-0.0634346552153089	IGROV1	Ovarian Cancer	Adenocarcinoma_mixed	Primary
ACH-000967	-0.2565067760046552	SNUC2A	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000968	-0.012958981817197845	COLO792	Skin Cancer	Melanoma	Metastasis
ACH-000969	-0.1239070772106981	KM12	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000971	-1.678969109750209e-4	HCT116	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000972	-0.05643169093158994	HEC151	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000973	0.07601544444328541	639V	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-000974	-0.051363011890704774	SNGM	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Metastasis
ACH-000976	0.10655811733163306	HUCCT1	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	Metastasis
ACH-000977	-0.1485827461015357	LNCAPCLONEFGC	Prostate Cancer	Adenocarcinoma	Metastasis
ACH-000978	-0.06774956942773575	EN	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000980	-0.012525250599734045	NCIH1155	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Large Cell Carcinoma	Metastasis
ACH-000981	-0.01628921879048869	DND41	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	Primary
ACH-000982	-0.17438553516568406	GP2D	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000983	-0.05222382617159975	KCL22	Leukemia	Chronic Myelogenous Leukemia (CML)_blast crisis	NA
ACH-000984	0.018710207237610247	HEC6	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000986	-0.1574854593164152	HT115	Colon/Colorectal Cancer	Adenocarcinoma	NA
ACH-000987	-0.04044582949771843	MEWO	Skin Cancer	Melanoma	Metastasis
ACH-000988	0.02104530341295634	MFE319	Endometrial/Uterine Cancer	NA	NA
ACH-000989	-0.16295981739093338	SNU175	Colon/Colorectal Cancer	Adenocarcinoma_mucinous	Metastasis
ACH-000990	-0.09066415463609279	HEC108	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000991	-0.153263387864109	SNU81	Colon/Colorectal Cancer	Adenocarcinoma	NA
ACH-000993	-0.03142380404499618	JHUEM7	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000996	-0.04827872359732227	HEC251	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-000998	-0.11837218326585355	CW2	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-000999	-0.1373609245311736	SNU1040	Colon/Colorectal Cancer	Adenocarcinoma	NA
ACH-001001	0.12137671206218549	143B	Bone Cancer	Osteosarcoma	Primary
ACH-001020	-0.07612976227361658	BT16	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	NA
ACH-001022	-0.009721208596757057	CBAGPN	Bone Cancer	Ewings Sarcoma	NA
ACH-001028	-0.03943558288914434	CHLA06ATRT	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	NA
ACH-001031	0.0036407557776245133	CHLA266	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	NA
ACH-001032	0.0015401699747044177	CHLA32	Bone Cancer	Ewings Sarcoma	NA
ACH-001033	-0.0954041907398414	CHLA57	Bone Cancer	Ewings Sarcoma	NA
ACH-001034	-0.03658187747797601	CHLA9	Bone Cancer	Ewings Sarcoma	NA
ACH-001035	-0.007212738091287286	CHLA99	Bone Cancer	Ewings Sarcoma	NA
ACH-001036	-0.02348936836123074	CMK115	Leukemia	Acute Myelogenous Leukemia (AML)	NA
ACH-001041	-0.021829236039620295	COLO699	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Adenocarcinoma	Metastasis
ACH-001048	0.05805272193826322	COV504	Ovarian Cancer	Adenocarcinoma_high grade serous	Metastasis
ACH-001050	0.1358819582251405	CW9019	Sarcoma	Rhabdomyosarcoma_alveolar	NA
ACH-001053	0.01896229250578599	D425	Brain Cancer	Medulloblastoma	NA
ACH-001061	-0.12911545516288636	DLD1	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-001067	0.016783326119366473	F5	Brain Cancer	Meningioma	NA
ACH-001075	0.13511214878803532	NCIH292	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Mucoepidermoid Carcinoma	Metastasis
ACH-001096	0.04324342794771251	JR	Sarcoma	Rhabdomyosarcoma	NA
ACH-001098	-0.19001807202780271	KCIMOH1	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	NA
ACH-001099	-0.06587614088220001	KD	Rhabdoid	Malignant Rhabdoid Tumor	NA
ACH-001106	7.230201417320991e-4	KOPN8	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	Primary
ACH-001109	-0.017536936874403705	KPMRTRY	Rhabdoid	Malignant Rhabdoid Tumor	NA
ACH-001111	-0.04752626352214368	L82	Lymphoma	T-cell	NA
ACH-001113	-0.008085056751108018	LC1SQSF	Lung Cancer	Non-Small Cell Lung Cancer (NSCLC)_Squamous Cell Carcinoma	Primary
ACH-001119	-0.029749732275112857	MAC2A	Lymphoma	T-cell	NA
ACH-001129	-0.10473576006434313	MONOMAC1	Leukemia	Acute Myelogenous Leukemia (AML)	Primary
ACH-001134	-0.06308998604573494	MYLA	Lymphoma	T-cell	NA
ACH-001142	0.11445727966325672	NHAHTDD	Engineered	NA	NA
ACH-001145	0.012571259144493788	OC316	Ovarian Cancer	Adenocarcinoma_serous	Metastasis
ACH-001148	-0.04539596595860895	OCILY132	Lymphoma	T-cell	NA
ACH-001151	-0.1477956583636369	OVCAR5	Ovarian Cancer	Adenocarcinoma_high grade serous	Metastasis
ACH-001164	-0.08315582889975368	CCLFPEDS0003T	Sarcoma	Undifferentiated	NA
ACH-001184	0.002552941045795173	SCMCRM2	Sarcoma	Rhabdomyosarcoma	Metastasis
ACH-001190	0.01653397828601435	SKMEL2	Skin Cancer	Melanoma	Metastasis
ACH-001192	-0.005660285050051995	SKNEP1	Bone Cancer	Ewings Sarcoma	Metastasis
ACH-001193	-0.011219663929181565	SKPNDW	Bone Cancer	Ewings Sarcoma	NA
ACH-001194	-0.08003296378609073	SKRC31	Kidney Cancer	Renal Cell Carcinoma	Metastasis
ACH-001200	-0.028610485605892945	STM9101	Rhabdoid	Malignant Rhabdoid Tumor	Metastasis
ACH-001207	0.10988858685256336	TIG3TD	Fibroblast	Lung	NA
ACH-001210	0.018862731802952618	TTC1240	Rhabdoid	Malignant Rhabdoid Tumor	Metastasis
ACH-001212	-0.08026500577100049	TTC642	Rhabdoid	Malignant Rhabdoid Tumor	NA
ACH-001229	0.0799311610524581	UPCISCC154	Head and Neck Cancer	Squamous Cell Carcinoma_oral	Primary
ACH-001239	-0.005888893502224597	WM2664	Skin Cancer	Melanoma	Metastasis
ACH-001270	-0.004464017838644875	127399	Sarcoma	Synovial	NA
ACH-001274	0.05978393659013265	SW982	Sarcoma	Synovial	NA
ACH-001275	0.0033767888621151665	SYO1	Sarcoma	Synovial	NA
ACH-001277	0.011291829132244208	YAMATO	Sarcoma	Synovial	Metastasis
ACH-001278	-0.024493035399897587	BIN67	Ovarian Cancer	Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT)	Metastasis
ACH-001279	-0.016232790737056368	SCCOHT1	Ovarian Cancer	Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT)	NA
ACH-001280	-0.012614401978064021	SCS214	Sarcoma	Synovial	NA
ACH-001283	-0.044307281426590676	TC106	Bone Cancer	Ewings Sarcoma	Metastasis
ACH-001289	0.058974352745171876	COGAR359	Rhabdoid	Atypical Teratoid Rhabdoid Tumor (ATRT)	NA
ACH-001295	-0.017950122291168918	Y79	Eye Cancer	Retinoblastoma	NA
ACH-001300	-0.023609900609802538	CHLA15	Neuroblastoma	NA	NA
ACH-001301	0.0022892011359930873	COGN278	Neuroblastoma	NA	NA
ACH-001303	-0.009673703908703354	NB1643	Neuroblastoma	NA	NA
ACH-001306	0.22382572934414705	8305C	Thyroid Cancer	Carcinoma	Primary
ACH-001307	0.20577162477891633	8505C	Thyroid Cancer	Carcinoma	Primary
ACH-001310	0.0620311735443314	HA1E	Engineered	NA	NA
ACH-001318	-0.09632305343421484	PLCPRF5	Liver Cancer	Hepatocellular Carcinoma	Primary
ACH-001321	-0.0698875210838707	TT	Thyroid Cancer	Squamous Cell Carcinoma	Primary
ACH-001322	-0.0321605958600947	CME1	Sarcoma	Synovial	NA
ACH-001328	0.06542145499217394	A431	Skin Cancer	Squamous Cell Carcinoma	Primary
ACH-001329	0.058419257089533286	ANGMCSS	Brain Cancer	Glioblastoma	Primary
ACH-001332	0.060861969145991304	BICR78	Head and Neck Cancer	Squamous Cell Carcinoma_oral	Primary
ACH-001333	0.006883338226170252	C33A	Cervical Cancer	Carcinoma	Primary
