DepMapID	correlation	CellLine_Name_Cleaned	Cancer_Type	Cancer_Subtype	DerivedFrom_Primary_or_Met
ACH-001334	-0.037102555911665794	C4I	Cervical Cancer	Carcinoma	Primary
ACH-001335	-0.21173045158331455	C4II	Cervical Cancer	Carcinoma	Primary
ACH-001336	0.12323384277371308	CASKI	Cervical Cancer	Squamous Cell Carcinoma	Metastasis
ACH-001339	0.05579565841755293	COLO794	Skin Cancer	Melanoma	Primary
ACH-001340	-0.16837516976127678	COV413A	Ovarian Cancer	Carcinoma	Metastasis
ACH-001341	-0.016020507164843125	DOTC24510	Cervical Cancer	Cervical Adenocarcinoma	Primary
ACH-001344	0.044626636751524285	GIMEN	Neuroblastoma	NA	Metastasis
ACH-001346	0.09059565158787197	H103	Head and Neck Cancer	Squamous Cell Carcinoma_buccal mucosa	Primary
ACH-001347	0.015781170144365298	H157	Head and Neck Cancer	Squamous Cell Carcinoma_buccal mucosa	Primary
ACH-001356	0.03305273893489312	MB1	Thyroid Cancer	Carcinoma_anaplastic	Primary
ACH-001366	-0.008029920837807623	NGP	Neuroblastoma	NA	Metastasis
ACH-001367	-0.016121898649921432	NMB	Neuroblastoma	NA	Metastasis
ACH-001368	-0.14633786787231	OACM51	Esophageal Cancer	Adenocarcinoma	Metastasis
ACH-001370	0.03288605694782673	OCIP5X	Ovarian Cancer	Adenocarcinoma_serous	Primary
ACH-001374	0.05837526666232899	PA1	Ovarian Cancer	NA	Metastasis
ACH-001375	-0.20519903130602332	PACADD119	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-001376	-0.21292012059332371	PACADD135	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-001377	-0.1562656143322181	PACADD137	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-001378	-0.062290903350790947	PACADD159	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Primary
ACH-001379	-0.11558582083302345	PACADD161	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-001380	-0.10004703548703446	PACADD165	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-001382	-0.1706775932148061	PACADD188	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-001386	-0.10742461139873914	SCLC22H	Lung Cancer	Small Cell Lung Cancer (SCLC)	Metastasis
ACH-001388	-0.06723210563921202	SUM102PT	Breast Cancer	Carcinoma	Primary
ACH-001389	-0.03278993294820472	SUM1315MO2	Breast Cancer	Breast Ductal Carcinoma	Metastasis
ACH-001390	-0.16847253830748601	SUM149PT	Breast Cancer	Breast Ductal Carcinoma	Primary
ACH-001391	-0.048108518120088095	SUM159PT	Breast Cancer	Carcinoma	Primary
ACH-001392	-0.24872360938241606	SUM185PE	Breast Cancer	Carcinoma	Metastasis
ACH-001394	-0.09229528834862216	SUM229PE	Breast Cancer	Carcinoma	Metastasis
ACH-001395	-0.26359529439131946	SUM44PE	Breast Cancer	Carcinoma	Metastasis
ACH-001398	-0.10251778037473527	SW156	Kidney Cancer	Renal Cell Carcinoma	Primary
ACH-001400	-0.0016492610954823635	SW954	Cervical Cancer	Squamous Cell Carcinoma	Primary
ACH-001401	-0.0034845600428690623	SW13	Adrenal Cancer	Carcinoma	Primary
ACH-001403	0.012059748135627843	TO14	Ovarian Cancer	Cystadenocarcinoma	Metastasis
ACH-001407	0.09445846963191852	UMUC13	Bladder Cancer	Transitional Cell Carcinoma	Metastasis
ACH-001409	0.06472351481097066	UMUC16	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-001410	-0.13558046075675345	UMUC4	Bladder Cancer	Transitional Cell Carcinoma	Metastasis
ACH-001411	-0.022735706857199802	UMUC5	Bladder Cancer	Squamous Cell Carcinoma	Primary
ACH-001412	-0.0614481464384212	UMUC10	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-001413	0.13121565188122575	UMUC11	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-001414	-0.023801272136084423	UMUC6	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-001416	-0.2811220401026086	UMUC9	Bladder Cancer	Transitional Cell Carcinoma	Primary
ACH-001418	-0.010392300485959774	UWB1289	Ovarian Cancer	Adenocarcinoma_serous	Primary
ACH-001421	-0.039432608231585176	WERIRB1	Eye Cancer	Retinoblastoma	Primary
ACH-001422	0.048276087154301546	WPE1NA22	Prostate Cancer	Adenocarcinoma	Primary
ACH-001430	-0.04018467371538366	TC138	Bone Cancer	Ewings Sarcoma	NA
ACH-001431	-0.08038683780588697	TC205	Bone Cancer	Ewings Sarcoma	NA
ACH-001433	-0.011055323841704219	CCLFPEDS0008T	Sarcoma	Epithelioid	Metastasis
ACH-001441	-0.049595261211011175	921	Eye Cancer	Uveal Melanoma	Metastasis
ACH-001442	0.15029297742276246	A388	Skin Cancer	Squamous Cell Carcinoma	Metastasis
ACH-001443	0.147758856137856	ASH3	Thyroid Cancer	Carcinoma	Primary
ACH-001450	-0.04460551238659164	BLUE1	Lymphoma	B-cell_Non-Hodgkins_Burkitts	Primary
ACH-001453	0.18904748495438922	BPH1	Prostate Cancer	Prostate Hyperplasia	Primary
ACH-001456	-0.1884686370392563	C125PM	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-001458	-0.21073576911603206	C75	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-001460	-0.14868501191949665	C84	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-001461	-0.17992233306149094	C99	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-001485	-0.01413376587019149	CII	Leukemia	B-cell_unspecified	Primary
ACH-001494	-0.18607623803927678	EGI1	Bile Duct Cancer	Cholangiocarcinoma_extrahepatic	Primary
ACH-001495	-0.001294474702290361	EMTOKA	Endometrial/Uterine Cancer	Uterine Carcinosarcoma	Primary
ACH-001496	-0.19034841515199963	ESO26	Esophageal Cancer	Adenocarcinoma	Primary
ACH-001497	-0.1476016979609392	ESO51	Esophageal Cancer	Adenocarcinoma	Primary
ACH-001500	-0.0971128281901751	FLO1	Esophageal Cancer	Adenocarcinoma	Primary
ACH-001511	-0.05710865156464743	H413	Head and Neck Cancer	Squamous Cell Carcinoma_buccal mucosa	Primary
ACH-001513	-0.1460809307106819	HCA1	Cervical Cancer	Endocervical Adenocarcinoma	Metastasis
ACH-001515	-0.07571415864027259	HCS2	Cervical Cancer	Squamous Cell Carcinoma	Metastasis
ACH-001519	-0.00929060822470246	HEMCSS	Bone Cancer	Chondrosarcoma	Primary
ACH-001521	0.13568543736544547	HKA1	Skin Cancer	Squamous Cell Carcinoma	Primary
ACH-001522	-0.0279323202139244	HMY1	Skin Cancer	Melanoma	Metastasis
ACH-001523	0.059500474287330324	HSC1	Skin Cancer	Squamous Cell Carcinoma	Primary
ACH-001525	-0.06731092022446658	HT3	Cervical Cancer	Carcinoma	Metastasis
ACH-001528	0.01900515744690649	IHH4	Thyroid Cancer	Carcinoma_papillary	Metastasis
ACH-001529	-0.10213488667641944	JAR	Endometrial/Uterine Cancer	Choriocarcinoma	Primary
ACH-001532	0.025552387769384538	JMURTK2	Rhabdoid	Malignant Rhabdoid Tumor	Metastasis
ACH-001536	-0.20471967917197056	KKU100	Bile Duct Cancer	Cholangiocarcinoma_extrahepatic	Primary
ACH-001539	-0.07188360084946488	KML1	Lymphoma	B-cell_Non-Hodgkins	Primary
ACH-001541	-0.11807383853653691	KMS28PE	Myeloma	Multiple Myeloma	Primary
ACH-001543	0.11253428122522573	KOSC2CL343	Head and Neck Cancer	Squamous Cell Carcinoma_oral	Primary
ACH-001548	1.781159116011764e-5	LS	Neuroblastoma	NA	Metastasis
ACH-001550	0.07362114015470363	MCC13	Skin Cancer	Merkel Cell Carcinoma	Metastasis
ACH-001551	0.033222732487535975	MCC142	Skin Cancer	Merkel Cell Carcinoma	Metastasis
ACH-001552	0.06393678547333577	MCC26	Skin Cancer	Merkel Cell Carcinoma	Primary
ACH-001554	-0.05493449326528408	MEL202	Eye Cancer	Uveal Melanoma	Primary
ACH-001555	0.00804768537217614	MERO14	Lung Cancer	Mesothelioma	Primary
ACH-001556	0.03797284389678684	MERO25	Lung Cancer	Mesothelioma	Primary
ACH-001557	-0.061090056647145057	MERO41	Lung Cancer	Mesothelioma	Primary
ACH-001558	0.0395807538719928	MERO48A	Lung Cancer	Mesothelioma	Primary
ACH-001559	0.04268979215653091	MERO82	Lung Cancer	Mesothelioma	Primary
ACH-001560	0.011946986338200445	MERO83	Lung Cancer	Mesothelioma	Primary
ACH-001566	-0.08313497923310124	MM370	Skin Cancer	Melanoma	Metastasis
ACH-001567	-0.02261423034906448	MM383	Skin Cancer	Melanoma	Metastasis
ACH-001568	-0.08740033846858199	MM386	Skin Cancer	Melanoma	Metastasis
ACH-001569	0.011352790784167378	MM415	Skin Cancer	Melanoma	Metastasis
ACH-001573	-0.007063609879001144	MOLM1	Leukemia	Chronic Myelogenous Leukemia (CML)	Metastasis
ACH-001574	-0.10748927647144474	MOLM14	Leukemia	Acute Myelogenous Leukemia (AML)	Primary
ACH-001578	0.048946744855630976	NCCIT	Embryonal Cancer	Carcinoma	Primary
ACH-001603	0.020806326920899548	NH12	Neuroblastoma	NA	Primary
ACH-001605	0.030413055915779426	NO10	Brain Cancer	Glioblastoma	Primary
ACH-001607	0.04805954054029873	NOZ	Gallbladder Cancer	Adenocarcinoma	Metastasis
ACH-001608	-0.01053438112138259	NP2	Brain Cancer	Glioblastoma	Primary
ACH-001609	0.10518086882196191	NP3	Brain Cancer	Glioblastoma	Primary
ACH-001610	0.038325059720330935	NP5	Brain Cancer	Glioblastoma	Primary
ACH-001613	-0.026925182955873386	OCIAML4	Leukemia	Acute Myelogenous Leukemia (AML)	Primary
ACH-001616	-0.012550457996807127	OCILY18	Lymphoma	Diffuse Large B-cell Lymphoma (DLBCL)	Primary
ACH-001618	-0.005641538243446209	OCIM2	Leukemia	Acute Myelogenous Leukemia (AML)	Primary
ACH-001619	-0.17609604793409403	OCUG1	Gallbladder Cancer	Adenocarcinoma	Metastasis
ACH-001622	0.031634353084958454	ONDA7	Brain Cancer	Glioblastoma	Primary
ACH-001623	0.06743629878913536	ONDA8	Brain Cancer	Glioblastoma	Primary
ACH-001624	0.03256513333010813	ONDA9	Brain Cancer	Glioblastoma	Primary
ACH-001625	0.2584807431281504	OSC19	Head and Neck Cancer	Squamous Cell Carcinoma	Metastasis
ACH-001626	0.18517882829609003	OSC20	Head and Neck Cancer	Squamous Cell Carcinoma	Metastasis
ACH-001627	0.1042271148386218	P4E6	Prostate Cancer	Adenocarcinoma	Primary
ACH-001630	-0.14110715587464853	PEO1	Ovarian Cancer	Cystadenocarcinoma	Metastasis
ACH-001632	-0.14902302065773065	PEO4	Ovarian Cancer	Cystadenocarcinoma	Metastasis
ACH-001634	-0.05145206704315393	PGA1	Leukemia	Chronic Lymphoblastic Leukemia (CLL)_B-cell	Primary
ACH-001638	-0.048598637542118434	RCK8	Lymphoma	B-cell	Primary
ACH-001645	0.022258388832092295	SEKI	Skin Cancer	Melanoma	Primary
ACH-001647	-0.07562420189591851	SHI1	Leukemia	Acute Myelogenous Leukemia (AML)	Metastasis
ACH-001648	0.13366268882198473	SHMAC4	Prostate Cancer	Adenocarcinoma	Primary
ACH-001649	0.04319956282497637	SHMAC5	Prostate Cancer	Adenocarcinoma	Primary
ACH-001650	-0.20239762569035427	SISO	Cervical Cancer	Cervical Adenocarcinoma	Primary
ACH-001651	0.012933919056176649	SKGI	Endometrial/Uterine Cancer	Endometrial Squamous Cell Carcinoma	Primary
ACH-001652	0.08089273834120184	SKGII	Endometrial/Uterine Cancer	Endometrial Squamous Cell Carcinoma	Primary
ACH-001654	0.01075487152800797	SKGT4	Esophageal Cancer	Adenocarcinoma	Primary
ACH-001655	0.027137735598369295	SKN	Endometrial/Uterine Cancer	Endometrial Squamous Cell Carcinoma	Primary
ACH-001656	0.03154609392460048	SKNO1	Leukemia	Acute Myelogenous Leukemia (AML)	Metastasis
ACH-001668	0.012968030768073138	SUSA	Teratoma	Testicular	Primary
ACH-001670	-0.0464512164139137	TASK1	Brain Cancer	Primitive Neuroectodermal Tumor (PNET)	Primary
ACH-001673	-0.25705671645889017	TFK1	Bile Duct Cancer	Cholangiocarcinoma_extrahepatic	Primary
ACH-001674	0.015659489618325834	TGW	Neuroblastoma	NA	Primary
ACH-001677	-0.013514904026416997	U2904	Lymphoma	B-cell	Primary
ACH-001685	-0.02667100398406036	UHO1	Lymphoma	Hodgkins	Primary
ACH-001687	-0.02268455582002223	UMRC3	Kidney Cancer	Carcinoma	Primary
ACH-001688	-0.07928259770576473	UMRC7	Kidney Cancer	Carcinoma	Primary
ACH-001690	0.15526535920395546	UPCISCC026	Head and Neck Cancer	Squamous Cell Carcinoma	Primary
ACH-001698	0.16635198890794783	UPCISCC116	Head and Neck Cancer	Squamous Cell Carcinoma	Primary
ACH-001699	0.012474207190468524	UPCISCC131	Head and Neck Cancer	Squamous Cell Carcinoma	Primary
ACH-001702	-0.013393396647389633	VAESBJ	Sarcoma	Epithelioid	Metastasis
ACH-001711	-0.005620933076067769	PFSK1	Brain Cancer	Primitive Neuroectodermal Tumor (PNET)	Primary
ACH-001712	0.01233508230273068	HS860T	Bone Cancer	Osteosarcoma	NA
ACH-001719	-0.01068986238408614	OCIC4P	Ovarian Cancer	Adenocarcinoma_clear cell	Primary
ACH-001735	-0.030801166709559225	SEMK2	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-001736	-0.021072793781610474	HB1119	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-001737	-0.05018778864813643	HSB2	Leukemia	Acute Lymphoblastic Leukemia (ALL)_T-cell	NA
ACH-001740	0.0016242817942115303	RH28	Sarcoma	Rhabdomyosarcoma_alveolar	Metastasis
ACH-001743	0.02681336768172199	RC2	Sarcoma	Rhabdomyosarcoma_alveolar	Metastasis
ACH-001745	-0.0012577094552852857	RHJT	Sarcoma	Rhabdomyosarcoma_alveolar	NA
ACH-001750	0.07743203995992934	TTC442	Sarcoma	Rhabdomyosarcoma_embryonal	NA
ACH-001751	0.04325888502312854	RH36	Sarcoma	Rhabdomyosarcoma_embryonal	NA
ACH-001765	0.002093741658504273	RH4	Sarcoma	Rhabdomyosarcoma_alveolar	Metastasis
ACH-001786	-0.06235240206023788	SNU1544	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-001790	0.03981598404223258	RH18DM	Sarcoma	Rhabdomyosarcoma_embryonal	NA
ACH-001791	0.06549399246912681	LPS6	Liposarcoma	NA	NA
ACH-001793	0.131973506779989	LPS27	Liposarcoma	NA	NA
ACH-001794	0.018903032479597636	93T449	Liposarcoma	WDLPS	Primary
ACH-001795	0.08341109572628545	94T778	Liposarcoma	WDLPS	NA
ACH-001796	0.11620850403183415	95T1000	Liposarcoma	WDLPS	NA
ACH-001799	0.11238561222045564	LPS141	Liposarcoma	DDLPS	NA
ACH-001802	0.043790211007645886	LPS853	Liposarcoma	DDLPS	NA
ACH-001804	0.061804152323960845	LPS510	Liposarcoma	WD/DDLPS	NA
ACH-001814	0.07663393095117088	OS252	Bone Cancer	Osteosarcoma	Primary
ACH-001818	-0.04205073198199833	C396	Bone Cancer	Osteosarcoma	Metastasis
ACH-001819	-0.17747694233079264	MFM223	Breast Cancer	Breast Ductal Carcinoma	Metastasis
ACH-001820	-0.1221377067090593	COLO824	Breast Cancer	NA	Metastasis
ACH-001834	-0.07528802312945651	ICC10	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001835	-0.14898039608832656	ICC106	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001838	0.03172224125059425	ICC12	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001839	-0.2442509086519267	ICC137	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001841	0.04685838949666987	ICC15	Bile Duct Cancer	Cholangiocarcinoma_extrahepatic	NA
ACH-001843	0.027637455294265447	ICC3	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001844	-0.21999415512719114	ICC4	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001845	-0.12330867989757648	ICC5	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001846	-0.15520442502486884	ICC6	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001848	-0.04118205133159684	ICC8	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001849	-0.060352303966662885	ICC9	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001850	0.027306997524935435	G415	Gallbladder Cancer	Adenocarcinoma	Metastasis
ACH-001852	-0.010680983547681978	HKGZCC	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001853	-0.19017906623963265	KMCH1	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001856	-0.12218771899857105	RBE	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001857	-0.16251763149663065	SG231	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001858	-0.04985284633917587	SSP25	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001861	-0.12481293405638844	TGBC1TKB	Gallbladder Cancer	Adenocarcinoma	Metastasis
ACH-001863	-0.029294731346872823	TKKK	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001864	-0.30060349024536503	YSCCC	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001959	0.05702677891680196	CCLP1	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001960	0.089427863204601	CCSW1	Bile Duct Cancer	Cholangiocarcinoma_intrahepatic	NA
ACH-001961	-0.15513708168430262	GB2	Gallbladder Cancer	Adenocarcinoma	Metastasis
ACH-001993	-0.011987081447906268	NALM16	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA
ACH-001999	-0.13356020415188083	9505BIK	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	NA
ACH-002001	0.013488273148873863	A375SKINCJ1	Skin Cancer	Melanoma	NA
ACH-002002	0.057991230834922546	A375SKINCJ2	Skin Cancer	Melanoma	NA
ACH-002004	-0.07781888036811073	UACC62SKINCJ1	Skin Cancer	Melanoma	NA
ACH-002005	-0.019766063452696485	SKMEL19	Skin Cancer	Melanoma	NA
ACH-002011	-0.0417512538653927	MP46	Eye Cancer	Uveal Melanoma	Primary
ACH-002016	-0.021450697807912172	MEL290	Eye Cancer	Uveal Melanoma	Primary
ACH-002017	-0.08002368295202676	OMM1	Eye Cancer	Uveal Melanoma	Metastasis
ACH-002018	-0.06937684644201696	OMM25	Eye Cancer	Uveal Melanoma	Metastasis
ACH-002019	-0.035759951347489806	HOKUG	Cervical Cancer	Glassy Cell Carcinoma	Primary
ACH-002022	-0.15934331265415766	PMFKO14	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-002024	-0.12095857048034686	ECC4	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-002025	-0.0902977820883395	TT1TKB	Colon/Colorectal Cancer	Adenocarcinoma	Primary
ACH-002026	-0.057999609980486866	HHUA	Endometrial/Uterine Cancer	NA	Primary
ACH-002027	-0.13276630952132837	HOUAI	Endometrial/Uterine Cancer	Endometrial Adenocarcinoma	Primary
ACH-002029	0.17444020429275714	SAS	Head and Neck Cancer	Squamous Cell Carcinoma_tongue	Primary
ACH-002038	-0.12439199479842318	HSKTC	Ovarian Cancer	Krukenberg Tumor	Primary
ACH-002039	0.028630169755647653	PK8	Pancreatic Cancer	Ductal Adenocarcinoma_exocrine	Metastasis
ACH-002042	0.37827867165570644	T3M5	Thyroid Cancer	Squamous Cell Carcinoma	Primary
ACH-002044	-0.11219732130732386	HSQ89	Head and Neck Cancer	Squamous Cell Carcinoma_sinus	Primary
ACH-002045	0.08204203038738074	HO1U1	Head and Neck Cancer	Squamous Cell Carcinoma_oral	Primary
ACH-002059	0.0020105316576141063	P30OHK	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	Primary
ACH-002065	0.15454434617436055	HSPSS	Sarcoma	MPNST	Metastasis
ACH-002069	-0.052903547442852125	HSOS1	Bone Cancer	Osteosarcoma	Primary
ACH-002446	-0.17808052670919403	CCLFUPGI0005T	Gastric Cancer	Adenocarcinoma	Metastasis
ACH-002458	-0.03181547681278386	HT144SKINFV1	Skin Cancer	Melanoma	NA
ACH-002459	-0.021115318309309065	HT144SKINFV3	Skin Cancer	Melanoma	NA
ACH-002460	-0.023920562985417015	HT144SKINFV2	Skin Cancer	Melanoma	NA
ACH-002461	0.10239776589842417	RVH421SKINFV1	Skin Cancer	Melanoma	NA
ACH-002463	0.032625085262213895	RPE1SS77	Engineered	NA	NA
ACH-002464	0.04554732122132712	RPE1SS6	Engineered	NA	NA
ACH-002466	0.09561849173142391	RPE1SS111	Engineered	NA	NA
ACH-002467	0.07039867896962133	RPE1SS51	Engineered	NA	NA
ACH-002475	-0.040247475060557224	HAP1	Engineered	Chronic Myelogenous Leukemia (CML)	NA
ACH-002508	0.09901571990456233	WM3211	Skin Cancer	Melanoma_acral	Metastasis
ACH-002510	-0.02387188356487884	M040416	Skin Cancer	Melanoma_acral	Metastasis
ACH-002511	0.03222950069613838	M140325	Skin Cancer	Melanoma_mucosal	Primary
